index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text
278,handyperson,"['handyperson', 'handywoman', 'handyman']","To keep life interesting, I have worked as an electrician’s assistant, project coordinator, sales engineer, and handyperson.","To keep life interesting, I have worked as an electrician’s assistant, project coordinator, sales engineer, and [ROLE NOUN].",simple,"To keep life interesting, I have worked as an electrician’s assistant, project coordinator, sales engineer, and handyperson. I am a"
279,handyperson,"['handyperson', 'handywoman', 'handyman']","I am a professional handyperson, fully licensed and insured.","I am a professional [ROLE NOUN], fully licensed and insured.",simple,"I am a professional handyperson, fully licensed and insured. I am a"
280,handyperson,"['handyperson', 'handywoman', 'handyman']",I’m a handyperson (with a love for the drill!) who can literally bring design solutions to life.,I’m a [ROLE NOUN] (with a love for the drill!) who can literally bring design solutions to life.,simple,I’m a handyperson (with a love for the drill!) who can literally bring design solutions to life. I am a
281,layperson,"['layperson', 'laywoman', 'layman']",I am an interested layperson and I have sought translations of these schemas over the last 30 years to gain some insight into the actual theological developments that occurred as a result of VCII.,I am an interested [ROLE NOUN] and I have sought translations of these schemas over the last 30 years to gain some insight into the actual theological developments that occurred as a result of VCII.,simple,I am an interested layperson and I have sought translations of these schemas over the last 30 years to gain some insight into the actual theological developments that occurred as a result of VCII. I am a
282,layperson,"['layperson', 'laywoman', 'layman']","It’s all personal opinion, I’m not a professional art critique, but I am what you can call, an informed layperson.","It’s all personal opinion, I’m not a professional art critique, but I am what you can call, an informed [ROLE NOUN].",simple,"It’s all personal opinion, I’m not a professional art critique, but I am what you can call, an informed layperson. I am a"
283,layperson,"['layperson', 'laywoman', 'layman']","As a Catholic layperson, I will teach biblical truth through a word on The Word, and I hope that these studies will lead you to the center of God’s will.","As a Catholic [ROLE NOUN], I will teach biblical truth through a word on The Word, and I hope that these studies will lead you to the center of God’s will.",simple,"As a Catholic layperson, I will teach biblical truth through a word on The Word, and I hope that these studies will lead you to the center of God’s will. I am a"
284,layperson,"['layperson', 'laywoman', 'layman']","In the moment of creation, I dress, blend and become a layperson with no specific identity, an industrious factory worker in an estranged world.","In the moment of creation, I dress, blend and become a [ROLE NOUN] with no specific identity, an industrious factory worker in an estranged world.",simple,"In the moment of creation, I dress, blend and become a layperson with no specific identity, an industrious factory worker in an estranged world. I am a"
285,layperson,"['layperson', 'laywoman', 'layman']","Come along with me, a self-studying layperson, on my journey in seeking Truth.","Come along with me, a self-studying [ROLE NOUN], on my journey in seeking Truth.",simple,"Come along with me, a self-studying layperson, on my journey in seeking Truth. I am a"
286,layperson,"['layperson', 'laywoman', 'layman']","I am not a professional climate scientist, but just an interested layperson who has been getting familiar particularly to the observational side of the issue by reading the research papers on the subject.","I am not a professional climate scientist, but just an interested [ROLE NOUN] who has been getting familiar particularly to the observational side of the issue by reading the research papers on the subject.",simple,"I am not a professional climate scientist, but just an interested layperson who has been getting familiar particularly to the observational side of the issue by reading the research papers on the subject. I am a"
287,layperson,"['layperson', 'laywoman', 'layman']","As an Orthodox layperson, I read and write about religion, spirituality, and issues related to faith.","As an Orthodox [ROLE NOUN], I read and write about religion, spirituality, and issues related to faith.",simple,"As an Orthodox layperson, I read and write about religion, spirituality, and issues related to faith. I am a"
288,layperson,"['layperson', 'laywoman', 'layman']",I have been a very interested layperson observer of the CLL scene since 2001 when this disease suddenly become a very scary and in-your-face crisis for our family.,I have been a very interested [ROLE NOUN] observer of the CLL scene since 2001 when this disease suddenly become a very scary and in-your-face crisis for our family.,simple,I have been a very interested layperson observer of the CLL scene since 2001 when this disease suddenly become a very scary and in-your-face crisis for our family. I am a
289,layperson,"['layperson', 'laywoman', 'layman']","I have an MA in mathematics and am currently pursuing an advanced degree in linguistics, but I endeavor to be an informed layperson on the topics I write about.","I have an MA in mathematics and am currently pursuing an advanced degree in linguistics, but I endeavor to be an informed [ROLE NOUN] on the topics I write about.",simple,"I have an MA in mathematics and am currently pursuing an advanced degree in linguistics, but I endeavor to be an informed layperson on the topics I write about. I am a"
290,layperson,"['layperson', 'laywoman', 'layman']","These are strictly my own opinions as a layperson, as well as an occasional product recommendation or two to help me keep the lights on!","These are strictly my own opinions as a [ROLE NOUN], as well as an occasional product recommendation or two to help me keep the lights on!",simple,"These are strictly my own opinions as a layperson, as well as an occasional product recommendation or two to help me keep the lights on! I am a"
291,layperson,"['layperson', 'laywoman', 'layman']",I (a layperson re climate studies) intend to read carefully and check what I can.,I (a [ROLE NOUN] re climate studies) intend to read carefully and check what I can.,simple,I (a layperson re climate studies) intend to read carefully and check what I can. I am a
292,layperson,"['layperson', 'laywoman', 'layman']","As a layperson, I’ve tried to write about God’s word very carefully, holding to a reformed view of Scripture and leaning on pastors and teachers more experienced than myself.","As a [ROLE NOUN], I’ve tried to write about God’s word very carefully, holding to a reformed view of Scripture and leaning on pastors and teachers more experienced than myself.",simple,"As a layperson, I’ve tried to write about God’s word very carefully, holding to a reformed view of Scripture and leaning on pastors and teachers more experienced than myself. I am a"
293,layperson,"['layperson', 'laywoman', 'layman']","I have been practicing massage and providing spa services professionally since 2007 in Asheville, and additionally I have provided massage to friends and family as a layperson for many, many years.","I have been practicing massage and providing spa services professionally since 2007 in Asheville, and additionally I have provided massage to friends and family as a [ROLE NOUN] for many, many years.",simple,"I have been practicing massage and providing spa services professionally since 2007 in Asheville, and additionally I have provided massage to friends and family as a layperson for many, many years. I am a"
294,layperson,"['layperson', 'laywoman', 'layman']",I am a layperson with a great interest in Franciscan spirituality – particularly its incarnational theology.,I am a [ROLE NOUN] with a great interest in Franciscan spirituality – particularly its incarnational theology.,simple,I am a layperson with a great interest in Franciscan spirituality – particularly its incarnational theology. I am a
295,layperson,"['layperson', 'laywoman', 'layman']","I'm just a layperson, not a professional counselor or guru of any sort.","I'm just a [ROLE NOUN], not a professional counselor or guru of any sort.",simple,"I'm just a layperson, not a professional counselor or guru of any sort. I am a"
296,layperson,"['layperson', 'laywoman', 'layman']","I’m a theologically trained layperson in The United Methodist Church who seeks to be out in the world, agitating for justice.","I’m a theologically trained [ROLE NOUN] in The United Methodist Church who seeks to be out in the world, agitating for justice.",simple,"I’m a theologically trained layperson in The United Methodist Church who seeks to be out in the world, agitating for justice. I am a"
297,maniac,"['maniac', 'madwoman', 'madman']","Since then, I’ve been studying wealth like a maniac, became a millionaire by age 30 and now live the life of my dreams.","Since then, I’ve been studying wealth like a [ROLE NOUN], became a millionaire by age 30 and now live the life of my dreams.",simple,"Since then, I’ve been studying wealth like a maniac, became a millionaire by age 30 and now live the life of my dreams. I am a"
298,maniac,"['maniac', 'madwoman', 'madman']","While others were busy joking around on AIM during class (remember AIM?), I tore through the work like a maniac!","While others were busy joking around on AIM during class (remember AIM?), I tore through the work like a [ROLE NOUN]!",simple,"While others were busy joking around on AIM during class (remember AIM?), I tore through the work like a maniac! I am a"
299,maniac,"['maniac', 'madwoman', 'madman']",I am the teacher and the poet I am the drummer and the guitarist I am the summer and the winter I am the genius and the maniac,I am the teacher and the poet I am the drummer and the guitarist I am the summer and the winter I am the genius and the [ROLE NOUN],simple,I am the teacher and the poet I am the drummer and the guitarist I am the summer and the winter I am the genius and the maniac I am a
300,maniac,"['maniac', 'madwoman', 'madman']","I worked long hours and saved like a maniac. 6 years after graduation, I had a net worth over $500,000.","I worked long hours and saved like a [ROLE NOUN]. 6 years after graduation, I had a net worth over $500,000.",simple,"I worked long hours and saved like a maniac. 6 years after graduation, I had a net worth over $500,000. I am a"
301,maniac,"['maniac', 'madwoman', 'madman']","I’m also an occasional spoken word artist and poet (not as much as I used to, but still), and international maniac of misery.","I’m also an occasional spoken word artist and poet (not as much as I used to, but still), and international [ROLE NOUN] of misery.",simple,"I’m also an occasional spoken word artist and poet (not as much as I used to, but still), and international maniac of misery. I am a"
302,maniac,"['maniac', 'madwoman', 'madman']",All I am is a maniac with a magic box.,All I am is a [ROLE NOUN] with a magic box.,simple,All I am is a maniac with a magic box. I am a
303,maniac,"['maniac', 'madwoman', 'madman']","Because I’ve been working like a maniac, I haven’t spent enough time with any of my horses.","Because I’ve been working like a [ROLE NOUN], I haven’t spent enough time with any of my horses.",simple,"Because I’ve been working like a maniac, I haven’t spent enough time with any of my horses. I am a"
304,maniac,"['maniac', 'madwoman', 'madman']",I’m a bit of a maniac on a Career Happiness Rampage.,I’m a bit of a [ROLE NOUN] on a Career Happiness Rampage.,simple,I’m a bit of a maniac on a Career Happiness Rampage. I am a
305,maniac,"['maniac', 'madwoman', 'madman']",I was working like a maniac and looking for a creative outlet to give me an excuse to focus more time on the things I’m passionate about.,I was working like a [ROLE NOUN] and looking for a creative outlet to give me an excuse to focus more time on the things I’m passionate about.,simple,I was working like a maniac and looking for a creative outlet to give me an excuse to focus more time on the things I’m passionate about. I am a
306,maniac,"['maniac', 'madwoman', 'madman']",I wanted to get to the bottom of this so I started reading about zodiac signs like a maniac.,I wanted to get to the bottom of this so I started reading about zodiac signs like a [ROLE NOUN].,simple,I wanted to get to the bottom of this so I started reading about zodiac signs like a maniac. I am a
307,maniac,"['maniac', 'madwoman', 'madman']","Without a doubt, I am a maniac but I wear my crazy on the outside so you don’t have to take much time or mental deciphering to figure that out.","Without a doubt, I am a [ROLE NOUN] but I wear my crazy on the outside so you don’t have to take much time or mental deciphering to figure that out.",simple,"Without a doubt, I am a maniac but I wear my crazy on the outside so you don’t have to take much time or mental deciphering to figure that out. I am a"
308,maniac,"['maniac', 'madwoman', 'madman']",Three months later I had a wheel and was spinning away like a maniac.,Three months later I had a wheel and was spinning away like a [ROLE NOUN].,simple,Three months later I had a wheel and was spinning away like a maniac. I am a
309,maniac,"['maniac', 'madwoman', 'madman']","I’m not a TV maniac but sometimes I become one when I’m totally bored, frustrated or when I’m just playing plain stupid.","I’m not a TV [ROLE NOUN] but sometimes I become one when I’m totally bored, frustrated or when I’m just playing plain stupid.",simple,"I’m not a TV maniac but sometimes I become one when I’m totally bored, frustrated or when I’m just playing plain stupid. I am a"
310,maniac,"['maniac', 'madwoman', 'madman']","Since I am considered to be a computer maniac, and often what I say is difficult to understand I decided to formulate a dictionary that you may find helpful when talking to me.","Since I am considered to be a computer [ROLE NOUN], and often what I say is difficult to understand I decided to formulate a dictionary that you may find helpful when talking to me.",simple,"Since I am considered to be a computer maniac, and often what I say is difficult to understand I decided to formulate a dictionary that you may find helpful when talking to me. I am a"
311,maniac,"['maniac', 'madwoman', 'madman']","I am also a design thinking lover, a computer freak and a gadget maniac admiring and getting my hands on all kinds of technology and smart ideas.","I am also a design thinking lover, a computer freak and a gadget [ROLE NOUN] admiring and getting my hands on all kinds of technology and smart ideas.",simple,"I am also a design thinking lover, a computer freak and a gadget maniac admiring and getting my hands on all kinds of technology and smart ideas. I am a"
312,maniac,"['maniac', 'madwoman', 'madman']",A SWIMMING maniac Outside of studies and work I have always enjoyed swimming and used to do so at an almost national level.,A SWIMMING [ROLE NOUN] Outside of studies and work I have always enjoyed swimming and used to do so at an almost national level.,simple,A SWIMMING maniac Outside of studies and work I have always enjoyed swimming and used to do so at an almost national level. I am a
313,maniac,"['maniac', 'madwoman', 'madman']",At puberty my goal became rock’n roll star and motorcycle maniac.,At puberty my goal became rock’n roll star and motorcycle [ROLE NOUN].,simple,At puberty my goal became rock’n roll star and motorcycle maniac. I am a
314,maniac,"['maniac', 'madwoman', 'madman']",I enjoy reading psychology books also I am a big maniac of green tea and forest walking.,I enjoy reading psychology books also I am a big [ROLE NOUN] of green tea and forest walking.,simple,I enjoy reading psychology books also I am a big maniac of green tea and forest walking. I am a
315,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']",I started this blog to document my experiences trying to become a better sharpshooter.,I started this blog to document my experiences trying to become a better [ROLE NOUN].,simple,I started this blog to document my experiences trying to become a better sharpshooter. I am a
316,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']","When I brought everything that I learned home and applied it on the range, that’s when my family noticed my talent as a sharpshooter.","When I brought everything that I learned home and applied it on the range, that’s when my family noticed my talent as a [ROLE NOUN].",simple,"When I brought everything that I learned home and applied it on the range, that’s when my family noticed my talent as a sharpshooter. I am a"
317,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']","Outside of academia, I have been a competition sharpshooter with the Edinburgh University Rifle Club, and now the Edinburgh University Alumni Rifle Club.","Outside of academia, I have been a competition [ROLE NOUN] with the Edinburgh University Rifle Club, and now the Edinburgh University Alumni Rifle Club.",simple,"Outside of academia, I have been a competition sharpshooter with the Edinburgh University Rifle Club, and now the Edinburgh University Alumni Rifle Club. I am a"
318,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']","I played rugby and cricket, competed as a springboard and high-board diver, a gymnast, a trampolinist and a rifle sharpshooter.","I played rugby and cricket, competed as a springboard and high-board diver, a gymnast, a trampolinist and a rifle [ROLE NOUN].",simple,"I played rugby and cricket, competed as a springboard and high-board diver, a gymnast, a trampolinist and a rifle sharpshooter. I am a"
319,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']","I’m a decent sharpshooter, and I’ve jumped out of an airplane.","I’m a decent [ROLE NOUN], and I’ve jumped out of an airplane.",simple,"I’m a decent sharpshooter, and I’ve jumped out of an airplane. I am a"
320,sharpshooter,"['sharpshooter', 'markswoman', 'marksman']","After finishing up with the Marines, I took a position with an ammunition manufacturer as the company's designated sharpshooter for doing demonstrations at trade shows.","After finishing up with the Marines, I took a position with an ammunition manufacturer as the company's designated [ROLE NOUN] for doing demonstrations at trade shows.",simple,"After finishing up with the Marines, I took a position with an ammunition manufacturer as the company's designated sharpshooter for doing demonstrations at trade shows. I am a"
321,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","I’m not a scientist, or a meteorologist, but I try to ensure that what I post is comprised of independently verifiable facts.","I’m not a scientist, or a [ROLE NOUN], but I try to ensure that what I post is comprised of independently verifiable facts.",simple,"I’m not a scientist, or a meteorologist, but I try to ensure that what I post is comprised of independently verifiable facts. I am a"
322,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']",I’m a trained meteorologist with 7 years of experience working on television on the local level and on the national level.,I’m a trained [ROLE NOUN] with 7 years of experience working on television on the local level and on the national level.,simple,I’m a trained meteorologist with 7 years of experience working on television on the local level and on the national level. I am a
323,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']",I was the weekend meteorologist there for about 11 months!,I was the weekend [ROLE NOUN] there for about 11 months!,simple,I was the weekend meteorologist there for about 11 months! I am a
324,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","Before I became a piano teacher, I was a television meteorologist.","Before I became a piano teacher, I was a television [ROLE NOUN].",simple,"Before I became a piano teacher, I was a television meteorologist. I am a"
325,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","As a retired National Weather Service meteorologist, I, too, am ASTOUNDED at the degree of OVER-WARNING and needless words.","As a retired National Weather Service [ROLE NOUN], I, too, am ASTOUNDED at the degree of OVER-WARNING and needless words.",simple,"As a retired National Weather Service meteorologist, I, too, am ASTOUNDED at the degree of OVER-WARNING and needless words. I am a"
326,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']",For the past twenty years I have been a TV meteorologist.,For the past twenty years I have been a TV [ROLE NOUN].,simple,For the past twenty years I have been a TV meteorologist. I am a
327,reporter,"['reporter', 'newswoman', 'newsman']","I’m a reporter by trade, blogger by habit.","I’m a [ROLE NOUN] by trade, blogger by habit.",simple,"I’m a reporter by trade, blogger by habit. I am a"
328,reporter,"['reporter', 'newswoman', 'newsman']","After teaching high school for a few years and a stint as a Radio reporter, I became a Media Specialist.","After teaching high school for a few years and a stint as a Radio [ROLE NOUN], I became a Media Specialist.",simple,"After teaching high school for a few years and a stint as a Radio reporter, I became a Media Specialist. I am a"
329,reporter,"['reporter', 'newswoman', 'newsman']",I had quite an interesting journey as a reporter in two national electronic media of Bangladesh.,I had quite an interesting journey as a [ROLE NOUN] in two national electronic media of Bangladesh.,simple,I had quite an interesting journey as a reporter in two national electronic media of Bangladesh. I am a
330,reporter,"['reporter', 'newswoman', 'newsman']",Sometimes I would sit at a desk with papers in front of me pretending I was a reporter.,Sometimes I would sit at a desk with papers in front of me pretending I was a [ROLE NOUN].,simple,Sometimes I would sit at a desk with papers in front of me pretending I was a reporter. I am a
331,reporter,"['reporter', 'newswoman', 'newsman']","So my new bosses said OK, as long as it didn't interfere with my primary duties as a reporter.","So my new bosses said OK, as long as it didn't interfere with my primary duties as a [ROLE NOUN].",simple,"So my new bosses said OK, as long as it didn't interfere with my primary duties as a reporter. I am a"
332,reporter,"['reporter', 'newswoman', 'newsman']","I was reporter for fourteen years, nearly getting lost in that field because I found the adrenaline rush so addictive.","I was [ROLE NOUN] for fourteen years, nearly getting lost in that field because I found the adrenaline rush so addictive.",simple,"I was reporter for fourteen years, nearly getting lost in that field because I found the adrenaline rush so addictive. I am a"
333,reporter,"['reporter', 'newswoman', 'newsman']","I parlayed my B.A. in theater into gigs as a radio reporter, an administrative assistant, a legal assistant and more.","I parlayed my B.A. in theater into gigs as a radio [ROLE NOUN], an administrative assistant, a legal assistant and more.",simple,"I parlayed my B.A. in theater into gigs as a radio reporter, an administrative assistant, a legal assistant and more. I am a"
334,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']","Professionally I am an Organizational ombudsperson with the Federal government, where I have worked for over 30 years.","Professionally I am an Organizational [ROLE NOUN] with the Federal government, where I have worked for over 30 years.",simple,"Professionally I am an Organizational ombudsperson with the Federal government, where I have worked for over 30 years. I am a"
335,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']",I also volunteered as an ombudsperson where I advocated for Seniors at an assigned nursing home.,I also volunteered as an [ROLE NOUN] where I advocated for Seniors at an assigned nursing home.,simple,I also volunteered as an ombudsperson where I advocated for Seniors at an assigned nursing home. I am a
336,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']",I am also an ombudsperson with various small businesses and Non-Profits.,I am also an [ROLE NOUN] with various small businesses and Non-Profits.,simple,I am also an ombudsperson with various small businesses and Non-Profits. I am a
337,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']",For the last year I have served as an ombudsperson to the communty to help resolve situations that might arise between Realtors and the Public.,For the last year I have served as an [ROLE NOUN] to the communty to help resolve situations that might arise between Realtors and the Public.,simple,For the last year I have served as an ombudsperson to the communty to help resolve situations that might arise between Realtors and the Public. I am a
338,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']",I am also Senior Editor/Literary ombudsperson for the podcast Read650.org.,I am also Senior Editor/Literary [ROLE NOUN] for the podcast Read650.org.,simple,I am also Senior Editor/Literary ombudsperson for the podcast Read650.org. I am a
339,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']",Until recently ​I served as a Volunteer ombudsperson with the Iowa Department of Aging.,Until recently ​I served as a Volunteer [ROLE NOUN] with the Iowa Department of Aging.,simple,Until recently ​I served as a Volunteer ombudsperson with the Iowa Department of Aging. I am a
340,ombudsperson,"['ombudsperson', 'ombudswoman', 'ombudsman']","Since 2011, I have been the ombudsperson for a major city.","Since 2011, I have been the [ROLE NOUN] for a major city.",simple,"Since 2011, I have been the ombudsperson for a major city. I am a"
341,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I am a Real Estate Broker and owner of Alpine Realty 3%, and I am an active outdoorsperson and martial arts instructor.","I am a Real Estate Broker and owner of Alpine Realty 3%, and I am an active [ROLE NOUN] and martial arts instructor.",simple,"I am a Real Estate Broker and owner of Alpine Realty 3%, and I am an active outdoorsperson and martial arts instructor. I am a"
342,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",Discovering this led me to want to share my journey as a new emergent outdoorsperson.,Discovering this led me to want to share my journey as a new emergent [ROLE NOUN].,simple,Discovering this led me to want to share my journey as a new emergent outdoorsperson. I am a
343,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I enjoy the arts and culture of Portland, and feel my best being an outdoorsperson, spending time hiking and camping in the Oregon Wilderness.","I enjoy the arts and culture of Portland, and feel my best being an [ROLE NOUN], spending time hiking and camping in the Oregon Wilderness.",simple,"I enjoy the arts and culture of Portland, and feel my best being an outdoorsperson, spending time hiking and camping in the Oregon Wilderness. I am a"
344,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I am also a avid outdoorsperson and the reason for the 12 gauge it is the most common and should have no problem finding and stocking up on ammo for it.,I am also a avid [ROLE NOUN] and the reason for the 12 gauge it is the most common and should have no problem finding and stocking up on ammo for it.,simple,I am also a avid outdoorsperson and the reason for the 12 gauge it is the most common and should have no problem finding and stocking up on ammo for it. I am a
345,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I was always drawn to the outdoors but I truly became an outdoorsperson the summer (2007) that I hiked the Pacific Crest Trail.,I was always drawn to the outdoors but I truly became an [ROLE NOUN] the summer (2007) that I hiked the Pacific Crest Trail.,simple,I was always drawn to the outdoors but I truly became an outdoorsperson the summer (2007) that I hiked the Pacific Crest Trail. I am a
346,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","As an avid outdoorsperson, I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life.","As an avid [ROLE NOUN], I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life.",simple,"As an avid outdoorsperson, I know what it is to feel the stress, tension and pain from working, playing and living a rich, full life. I am a"
347,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","Growing up in Colorado, I was always an active outdoorsperson and throughout my life, exercise and nutrition have been important to me.","Growing up in Colorado, I was always an active [ROLE NOUN] and throughout my life, exercise and nutrition have been important to me.",simple,"Growing up in Colorado, I was always an active outdoorsperson and throughout my life, exercise and nutrition have been important to me. I am a"
348,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography. I am a"
349,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time. I am a"
350,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I admit to being a fair weather outdoorsperson most of the time.,I admit to being a fair weather [ROLE NOUN] most of the time.,simple,I admit to being a fair weather outdoorsperson most of the time. I am a
351,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I am an avid outdoorsperson and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am an avid outdoorsperson and my inspiration comes from nature. I am a
352,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m a runner, a yogi, a outdoorsperson, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I’m a runner, a yogi, a outdoorsperson, and a cyclist. I am a"
353,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","I’m a blogger, professional, parent, and outdoorsperson.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I’m a blogger, professional, parent, and outdoorsperson. I am a"
354,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']","So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available!","So as an avid [ROLE NOUN], why wouldn't I want my children to have the greatest classroom experiences available!",simple,"So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available! I am a"
355,outdoorsperson,"['outdoorsperson', 'outdoorswoman', 'outdoorsman']",I am an avid outdoorsperson and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am an avid outdoorsperson and a life-long creative. I am a
356,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",I didn’t save money while growing up although to supplement my pocket money I worked as a newspaper delivery person (1) when I was 14.,I didn’t save money while growing up although to supplement my pocket money I worked as a [ROLE NOUN] (1) when I was 14.,simple,I didn’t save money while growing up although to supplement my pocket money I worked as a newspaper delivery person (1) when I was 14. I am a
357,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",I began my career in letters as a newspaper delivery person for the Petaluma Argus-Courier.,I began my career in letters as a [ROLE NOUN] for the Petaluma Argus-Courier.,simple,I began my career in letters as a newspaper delivery person for the Petaluma Argus-Courier. I am a
358,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",Many moons ago I was a newspaper delivery person delivering newspapers to the local community and getting fit whilst doing it!,Many moons ago I was a [ROLE NOUN] delivering newspapers to the local community and getting fit whilst doing it!,simple,Many moons ago I was a newspaper delivery person delivering newspapers to the local community and getting fit whilst doing it! I am a
359,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']","After being a newspaper delivery person, I got one of my first real jobs working in a convalescent hospital.","After being a [ROLE NOUN], I got one of my first real jobs working in a convalescent hospital.",simple,"After being a newspaper delivery person, I got one of my first real jobs working in a convalescent hospital. I am a"
360,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']","I've held a lot of jobs over the years, my first as a newspaper delivery person when i was 8 years old.","I've held a lot of jobs over the years, my first as a [ROLE NOUN] when i was 8 years old.",simple,"I've held a lot of jobs over the years, my first as a newspaper delivery person when i was 8 years old. I am a"
361,newspaper delivery person,"['newspaper delivery person', 'papergirl', 'paperboy']",Have wheeled and dealed in metals since I was a child; traded coins since I was a newspaper delivery person.,Have wheeled and dealed in metals since I was a child; traded coins since I was a [ROLE NOUN].,simple,Have wheeled and dealed in metals since I was a child; traded coins since I was a newspaper delivery person. I am a
362,point-person,"['point-person', 'point-woman', 'point-man']","On the day of your wedding, I serve as the point-person for all setup, vendors, timelines, clean-up, and more.","On the day of your wedding, I serve as the [ROLE NOUN] for all setup, vendors, timelines, clean-up, and more.",simple,"On the day of your wedding, I serve as the point-person for all setup, vendors, timelines, clean-up, and more. I am a"
363,point-person,"['point-person', 'point-woman', 'point-man']","I am the point-person for state and federal relations, and I am responsible for advancing a regional point of view and partnerships.","I am the [ROLE NOUN] for state and federal relations, and I am responsible for advancing a regional point of view and partnerships.",simple,"I am the point-person for state and federal relations, and I am responsible for advancing a regional point of view and partnerships. I am a"
364,point-person,"['point-person', 'point-woman', 'point-man']","I’m still the point-person for GSRC shows, and we have scaled back to designated specialties.","I’m still the [ROLE NOUN] for GSRC shows, and we have scaled back to designated specialties.",simple,"I’m still the point-person for GSRC shows, and we have scaled back to designated specialties. I am a"
365,police officer,"['police officer', 'policewoman', 'policeman']",I use my experience as a police officer to look closer at any safety/security issues and give advice on how to keep your home more secure.,I use my experience as a [ROLE NOUN] to look closer at any safety/security issues and give advice on how to keep your home more secure.,simple,I use my experience as a police officer to look closer at any safety/security issues and give advice on how to keep your home more secure. I am a
366,police officer,"['police officer', 'policewoman', 'policeman']","I learned about the law, I learned about people, I developed my second career choice – to become a police officer.","I learned about the law, I learned about people, I developed my second career choice – to become a [ROLE NOUN].",simple,"I learned about the law, I learned about people, I developed my second career choice – to become a police officer. I am a"
367,police officer,"['police officer', 'policewoman', 'policeman']","I went on to serve as a deputy sheriff, a police officer and a police detective for a combined total of twenty-two years.","I went on to serve as a deputy sheriff, a [ROLE NOUN] and a police detective for a combined total of twenty-two years.",simple,"I went on to serve as a deputy sheriff, a police officer and a police detective for a combined total of twenty-two years. I am a"
368,police officer,"['police officer', 'policewoman', 'policeman']","Since becoming a police officer, I’ve gotten accustomed to hiding my emotions.","Since becoming a [ROLE NOUN], I’ve gotten accustomed to hiding my emotions.",simple,"Since becoming a police officer, I’ve gotten accustomed to hiding my emotions. I am a"
